25,-0.24201,-0.17933,-0.034174,-0.0376,-0.018345,0.19652,-0.15285,-0.067937,0.17381,0.21951,0.023402,0.017645,0.16655,0.42994,0.079804,25.0,-45.0,28.0,32.0,26.0,15.0,-2.0,-2.0,77.0,0.0022687,0.00051851,0.00035894,-0.00013203,0.00027353,-0.0021978,0.00075427,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,0.023549,-119.39,-66.17,-40.552,133.37,81.647,55.972,-26.157,147.39,2.4759,-261.99,27.423,48.926,64.283,73.149,87.563,-250.39,75.282,230.72,-41.993,-63.718,-106.07,272.34,-260.35,6.5575,-121.74,-47.319,-94.729,325.95,-203.58,209.73,-78.073,176.47,-169.57,186.14,-200.4,197.53,165.88,173.45,-116.06,129.69,-142.9,132.19,-163.55
26,-0.18528,-0.13362,-0.025697,-0.021803,-0.014509,0.19185,-0.16675,-0.061149,0.13534,0.14699,0.018843,0.0098152,0.16606,0.43013,0.072701,28.0,-35.0,29.0,38.0,28.0,30.0,-2.0,-73.0,77.0,0.0020042,0.00027104,7.7533e-05,1.2620999999999998e-05,0.0001644,-0.0021116,0.00092768,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,0.027975,-122.13,-30.065,-34.382,271.59,-65.241,14.062,-195.51,139.86,10.809,-301.28,71.559,46.222,46.458,97.237,86.537,-179.17,6.3218,211.05,-26.971,-46.368,-22.817,194.19,-303.37,12.733,-136.64,-37.585,-55.823,-0.75502,119.66,162.42,-72.735,178.77,-172.22,183.15,-194.78,194.94,-192.12,185.13,-146.82,141.04,-143.87,144.78,-168.23
27,-0.2135,-0.12663,-0.016383,-0.020657,-0.010902,0.19317,-0.16331,-0.05842,0.15593,0.11664,0.01318,0.013756,0.17499,0.43005,0.074831,24.0,-18.0,27.0,26.0,22.0,47.0,-78.0,-61.0,66.0,0.00072739,0.00031423,0.00024704,-0.0001403,5.2928e-05,-0.0020914,0.00079158,2.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,0.026734,-129.46,-65.729,274.35,-239.51,193.6,-7.0378,-156.43,153.2,-12.606,-204.53,-27.185,98.877,29.102,129.81,92.44,-254.53,58.443,232.58,-51.706,-93.103,-91.362,296.6,-264.19,83.755,-119.19,-60.669,-99.86,283.07,-80.958,111.25,-44.008,181.72,-176.67,186.07,-191.59,187.0,-186.92,176.43,-139.72,152.15,-170.16,168.76,-179.38
28,-0.22872,-0.21064,-0.023774,-0.010694,-0.0080832,0.20094,-0.13996,-0.075808,0.14686,0.15431,0.010651,0.0064849,0.16727,0.4286,0.087309,21.0,-42.0,26.0,28.0,35.0,11.0,-78.0,-2.0,6.0,0.00030645,1.7262000000000002e-05,0.00053121,-2.3661999999999998e-05,-2.775e-05,-0.0022752,0.00037757,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.021033,-160.51,-40.111,-101.2,112.76,182.05,-2.4161,48.107,148.23,11.436,-240.41,-20.086,115.03,9.913,46.087,197.89,-201.21,53.69,26.87,149.71,3.6035,67.4,-247.65,34.082,23.609,24.627,-208.54,28.101,45.236,-119.32,-38.888,256.36,179.23,-166.82,174.14,-186.6,188.34,168.1,-122.1,134.91,-181.86,209.57,-204.05,185.31
32,-0.2512,-0.27309,-0.033338,-0.017141,-0.017932,0.20456,-0.13078,-0.075706,0.20646,0.22011,0.026412,0.017673,0.1628,0.42838,0.092777,22.0,-49.0,26.0,31.0,36.0,9.0,-2.0,-2.0,4.0,-0.00058747,0.0010669,-0.0001394,3.0828000000000004e-05,-4.3373999999999995e-05,-0.0023262,0.0004053,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.018743,-165.65,-16.304,230.2,-232.42,20.748,153.64,0.030323,147.54,9.0581,-225.47,-15.519,-16.503,123.87,25.307,200.59,-199.99,69.879,43.54,131.72,3.5561,41.86,115.13,-311.37,-3.3769,-285.55,99.072,39.944,51.695,-94.647,-74.329,252.58,176.04,-160.63,170.67,-193.0,202.71,160.79,-98.533,113.08,170.67,-102.58,-253.17,197.64
33,-0.23094,-0.16909,-0.021602,-0.011681,-0.014585,0.20763,-0.12893,-0.082845,0.21048,0.16808,0.020731,0.010321,0.16869,0.42934,0.096781,21.0,-27.0,27.0,31.0,41.0,22.0,-2.0,-74.0,77.0,0.0026611,-0.00068828,0.00045002,0.00015594,2.6976e-05,-0.0024372,0.00042176,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.019039,-111.14,-93.591,309.71,-139.16,84.677,2.81,-173.91,129.79,-16.644,-213.64,-1.9466,78.201,16.065,151.57,-8.045,-269.6,54.913,155.87,11.44,0.37184,78.148,-274.79,41.75,-11.112,-198.83,13.51,41.436,36.074,-116.06,260.36,-56.005,179.44,-171.78,185.12,-199.18,196.68,163.44,-138.04,195.53,118.3,-118.12,-229.3,191.9
34,-0.20653,-0.16514,-0.024076,-0.011281,-0.0156,0.20766,-0.12592,-0.082581,0.19061,0.17109,0.019056,0.011094,0.1645,0.42931,0.096853,25.0,-46.0,28.0,30.0,36.0,12.0,-2.0,-78.0,80.0,0.00010732,-0.00023408,0.00064675,8.6371e-05,-3.0985e-05,-0.0024244,0.00038796,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.018519,-159.9,-21.904,-111.64,142.31,135.19,13.593,-220.74,153.48,-16.686,-232.37,2.2061,80.269,22.145,115.46,201.77,-214.32,68.978,85.311,91.425,-4.4049,61.049,-252.23,46.006,-24.344,-215.58,34.612,45.755,34.173,-100.69,-64.646,253.62,178.79,-168.11,178.52,-194.13,196.89,165.07,-128.01,166.06,-218.4,242.49,-232.45,191.3
35,-0.17863,-0.20826,-0.021369,-0.010295,-0.010187,0.20686,-0.12688,-0.080757,0.13058,0.17748,0.017169,0.012239,0.16704,0.42922,0.095681,21.0,-41.0,26.0,29.0,34.0,10.0,-2.0,-4.0,67.0,-0.00059506,0.0014731,-0.00050477,-4.334e-05,-6.0921e-05,-0.0023918,0.0003712,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,0.018661,-160.69,-39.122,-92.202,113.22,168.2,-4.047,21.313,150.6,-12.922,-223.18,-15.064,132.49,2.6212,23.201,191.98,-219.46,73.538,38.079,147.85,0.1734,74.784,-253.0,39.061,192.19,47.477,-223.32,82.63,-12.425,-124.46,-41.869,257.63,180.1,-167.71,177.73,-194.05,193.84,172.58,-127.34,159.73,-215.84,231.3,-214.47,181.08
36,-0.17696,-0.20325,-0.021725,-0.0095496,-0.01124,0.20816,-0.12674,-0.080762,0.13986,0.18663,0.020375,0.01104,0.16914,0.4309,0.096782,21.0,-44.0,23.0,26.0,35.0,45.0,-2.0,-68.0,68.0,-0.0010683,0.0015079,-0.00026571,-5.926e-05,-5.2363999999999995e-05,-0.0024075,0.00038976,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,0.01846,-159.65,-37.68,242.79,-216.31,177.8,-25.561,-4.1974,151.69,5.9869,-209.98,-34.088,60.547,70.697,54.925,188.1,-222.91,90.937,32.658,154.39,-2.9145,58.678,-237.71,33.073,198.39,43.077,-219.7,46.604,32.765,-153.59,321.41,-82.586,180.2,-166.89,176.0,-195.31,197.11,173.19,-124.5,155.11,141.67,-121.95,-220.47,183.1
39,-0.26627,-0.30615,-0.026,-0.013758,-0.013119,0.20496,-0.13543,-0.076774,0.16964,0.18076,0.01464,0.0095211,0.16671,0.43193,0.091474,25.0,-47.0,26.0,33.0,38.0,11.0,-2.0,-2.0,3.0,0.00051107,-0.00057346,0.001255,4.4015e-05,-4.7021e-05,-0.0023304,0.00042205,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.019943,-148.92,-32.319,256.18,-207.08,110.0,37.26,-233.12,134.33,-6.5724,-225.68,-10.719,105.98,3.0875,140.56,-113.16,-219.11,71.676,95.595,81.106,-10.885,68.889,101.86,-304.83,-22.609,-224.72,42.572,132.06,-50.059,-94.893,-62.666,242.34,178.66,-167.48,177.31,-190.98,192.18,164.86,-126.75,154.36,-200.47,224.2,-218.61,189.77
40,-0.21112,-0.20777,-0.017914,-0.0095489,-0.0093214,0.20818,-0.12714,-0.081488,0.1077,0.12322,0.012253,0.0065914,0.16894,0.43187,0.096337,24.0,-42.0,26.0,27.0,35.0,9.0,-2.0,-2.0,80.0,0.00035154,-0.00052848,0.00091999,5.5788e-06,-6.963e-05,-0.0024064,0.00037286,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01887,-164.78,-62.423,-48.481,119.45,138.06,11.814,-198.48,139.77,-10.304,-243.97,4.578,116.23,-0.67816,160.07,-141.95,-224.42,55.051,115.29,63.652,3.6822,97.707,-272.01,22.871,229.07,-217.32,42.217,95.738,-27.262,-153.42,-1.6688,240.05,180.75,-172.0,180.75,-190.8,188.96,172.07,-145.59,181.74,-218.96,215.94,-200.24,182.26
41,-0.2814,-0.2427,-0.026374,-0.014824,-0.015901,0.21176,-0.11962,-0.084535,0.17686,0.18791,0.020125,0.012426,0.16584,0.43246,0.10134,23.0,-46.0,26.0,30.0,40.0,12.0,-2.0,-4.0,7.0,-0.00050687,0.00095788,0.0001283,3.741e-05,-6.699e-05,-0.0024669,0.00029069,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.01803,-164.75,-21.624,236.71,-209.35,53.283,102.1,-3.3122,151.76,0.02115,-218.77,-27.565,20.756,91.713,23.672,199.45,-216.6,92.288,37.121,145.64,-4.5999,42.966,102.46,-296.15,-5.9449,57.154,-236.68,42.399,36.915,-68.406,-98.223,257.33,178.61,-163.57,172.24,-192.34,197.84,164.21,-105.91,136.09,-206.75,242.77,-236.26,195.6
42,-0.30881,-0.27972,-0.024753,-0.013226,-0.017141,0.21674,-0.11421,-0.087627,0.18949,0.1699,0.018077,0.010348,0.16799,0.4367,0.10673,21.0,-44.0,25.0,30.0,36.0,17.0,-2.0,-78.0,80.0,-0.0011665,0.0018977,-0.00083721,6.3465e-05,-4.7391e-05,-0.0025412,0.00026503,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.01907,-165.75,-75.335,285.44,-215.93,165.54,2.381,-10.996,160.54,-17.202,-209.27,-37.439,104.25,18.829,44.102,190.44,-246.0,68.097,84.739,95.132,-9.2725,59.43,109.43,-314.85,-6.7757,-223.33,44.779,135.52,-92.414,-57.901,265.33,-81.094,178.49,-167.11,177.78,-193.8,195.72,162.54,-121.39,162.53,-217.52,237.92,-231.42,196.62
43,-0.17419,-0.18577,-0.017683,-0.0077643,-0.013044,0.21878,-0.11155,-0.088113,0.12656,0.14229,0.017062,0.0072844,0.17038,0.43774,0.1093,19.0,-45.0,23.0,26.0,35.0,11.0,-2.0,-71.0,75.0,-0.00082288,0.0013729,-0.00079705,1.2151e-05,-4.2458999999999994e-05,-0.0025629,0.00022524,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.01971,-162.03,-22.538,226.38,-271.74,89.64,128.06,-6.5853,151.29,28.226,-220.46,-34.615,12.447,100.95,37.475,191.12,-201.9,69.156,40.064,150.22,5.4157,21.236,124.93,-304.66,3.9102,36.264,-209.61,31.713,76.478,-93.431,-100.39,261.51,181.54,-168.61,173.6,-190.05,195.25,179.18,-131.24,148.13,-207.01,233.41,-222.98,189.83
44,-0.24652,-0.29002,-0.022919,-0.010882,-0.012894,0.21903,-0.11063,-0.084906,0.17393,0.17588,0.018736,0.010268,0.17012,0.43848,0.10931,22.0,-38.0,23.0,38.0,39.0,13.0,-2.0,-74.0,80.0,-0.0010834,0.0015993,-0.00070409,-1.7351e-05,-3.485e-05,-0.0025348,0.00023931,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.019157,-165.77,-21.633,221.44,-226.09,89.91,91.353,-2.3467,157.45,22.306,-208.75,-45.338,49.382,69.752,23.794,188.3,-198.73,77.211,29.005,153.55,-6.4369,54.43,93.378,-298.93,16.026,32.754,-213.52,24.846,77.195,-82.055,-114.86,266.51,179.77,-166.96,176.66,-193.29,195.99,168.38,-119.15,159.01,-219.12,238.28,-231.84,193.62
45,-0.22051,-0.30878,-0.027069,-0.013252,-0.017593,0.22069,-0.1082,-0.085521,0.16441,0.1729,0.020303,0.0095484,0.17003,0.44015,0.11096,25.0,-43.0,28.0,29.0,40.0,13.0,-2.0,-78.0,79.0,-0.00026552,2.505e-05,0.00083356,0.00013569,-2.5367e-05,-0.002551,0.00020495,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.019625,-148.3,-30.333,-85.961,137.24,126.28,14.37,-0.42241,131.6,-1.0648,-254.3,23.387,77.448,24.21,62.68,-127.69,-210.01,66.222,129.55,46.974,-14.219,59.732,106.9,-308.72,-26.928,-212.62,33.364,21.212,20.456,-66.231,-89.624,269.17,177.61,-166.63,178.55,-196.15,197.43,159.99,-121.34,172.2,-231.05,242.24,-228.72,194.97
48,-0.25731,-0.20873,-0.027656,-0.012586,-0.019134,0.24039,-0.09994,-0.084908,0.20468,0.20906,0.023189,0.013837,0.18215,0.46726,0.12706,19.0,-46.0,26.0,29.0,37.0,14.0,-11.0,-70.0,41.0,-0.00039486,0.0017175,-0.00048443,1.0729e-05,-1.7286e-05,-0.0026857,0.00014582,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,0.022846,-161.04,-46.928,250.44,-200.07,163.16,-3.8536,-77.425,158.83,-17.687,-197.05,-43.215,99.756,24.952,71.432,187.35,-227.29,81.678,87.382,90.275,-6.1597,69.397,-256.46,44.91,-27.064,-215.38,34.564,102.01,-43.378,-78.805,269.45,-83.151,178.5,-166.03,178.39,-196.89,198.69,159.84,-109.95,167.43,-235.37,251.36,-237.46,193.36
50,-0.27263,-0.22272,-0.024023,-0.011388,-0.016352,0.25195,-0.10477,-0.084196,0.2051,0.1808,0.024542,0.011811,0.18732,0.48754,0.13448,21.0,-27.0,27.0,30.0,44.0,12.0,-18.0,-74.0,77.0,-0.00099546,0.001204,3.1854000000000004e-05,4.3643e-05,-6.560600000000001e-05,-0.0028187,0.0002456,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.025174,-163.57,-21.185,234.2,-230.59,92.108,86.135,7.1575,152.11,3.4953,-219.81,-20.87,33.637,69.211,45.481,199.0,-209.31,73.06,56.238,127.15,-3.115,23.688,107.58,-293.91,17.764,-267.28,89.451,36.878,79.677,-70.919,-136.76,265.47,180.02,-168.58,177.94,-195.44,198.94,165.14,-118.55,169.6,-238.04,256.06,-245.65,198.94
52,-0.2037,-0.18579,-0.027478,-0.013998,-0.017481,0.32678,-0.10142,-0.080982,0.18365,0.18067,0.018523,0.010801,0.2322,0.61412,0.18396,24.0,-36.0,26.0,27.0,38.0,15.0,-13.0,-2.0,48.0,0.0015497,-0.00071178,0.0010692,0.00019195,3.1569e-05,-0.0033869,0.00019039,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.040237,-142.49,-27.99,-71.719,129.69,132.0,6.7522,-206.5,144.99,-6.2613,-251.21,7.2208,100.85,5.0576,158.6,-78.932,-189.15,49.529,108.07,64.953,0.024355,70.886,-255.23,32.303,-17.196,-229.31,47.514,39.652,12.642,-89.813,-65.857,264.39,180.33,-170.08,179.2,-189.9,189.92,160.62,-115.71,173.1,-236.44,245.4,-232.7,197.66
54,-0.35206,-0.28629,-0.022439,-0.012319,-0.014058,0.37901,-0.10051,-0.079795,0.17086,0.16398,0.017916,0.01056,0.27182,0.699,0.2192,20.0,-46.0,24.0,34.0,37.0,47.0,-9.0,-4.0,71.0,-0.00069638,0.00074261,0.00062108,-0.00010196,-6.099e-05,-0.0038213,0.00016941,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.054414,-165.73,-50.135,253.49,-212.6,128.27,38.747,-4.7108,153.7,3.876,-207.9,-48.669,115.06,14.396,36.714,194.85,-238.69,86.542,78.716,103.58,-1.3239,64.229,-246.17,34.674,117.43,-219.91,40.145,106.69,4.3258,-158.36,-50.674,261.24,182.85,-172.37,178.84,-188.87,188.54,168.98,-119.77,175.08,-237.75,240.13,-219.24,185.05
55,-0.2707,-0.079609,-0.032732,-0.016155,-0.060921,-0.13791,-0.11645,-0.079127,0.21422,0.19341,0.028994,0.01698,0.037029,-0.085855,-0.081512,26.0,45.0,-27.0,30.0,44.0,-74.0,-9.0,29.0,45.0,0.0035617,-2.9095e-06,-0.00061176,0.00030706,6.7805e-05,0.00036408,0.00026485,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,0.019576,-48.592,-51.96,-75.093,210.55,63.005,24.633,-153.8,269.05,-44.347,-200.18,11.287,71.166,19.975,116.55,36.223,-237.41,64.244,156.01,13.147,4.4071,43.659,109.38,-304.7,-32.368,-206.6,20.208,54.349,38.864,-108.87,-87.454,287.59,202.94,-204.89,170.93,-138.55,123.83,139.29,-119.8,184.28,111.1,-85.737,-255.51,196.28
56,-0.21067,-0.19529,-0.026534,-0.013891,-0.057767,-0.13297,-0.11539,-0.077602,0.19945,0.19363,0.02504,0.012745,0.0312,-0.082535,-0.086566,22.0,-44.0,29.0,31.0,37.0,-69.0,-14.0,31.0,76.0,-0.0006991,0.00069262,0.00051069,9.1528e-05,-5.084e-05,0.0003479,0.00029023,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.019337,-140.63,-13.968,-108.67,69.186,190.83,28.592,-150.68,133.69,-20.887,-243.15,23.458,55.48,53.379,101.86,-94.799,-218.18,62.665,92.509,90.719,-6.4627,34.966,121.58,-304.65,-10.364,-221.98,46.812,36.354,20.883,-54.902,243.96,-45.613,200.66,-211.2,182.05,-145.52,134.62,148.07,-111.97,166.8,124.01,-101.17,-248.3,198.01
57,-0.32447,-0.3286,-0.038039,-0.01842,-0.059178,-0.12301,-0.11115,-0.081901,0.2714,0.25424,0.02894,0.020444,0.041276,-0.079945,-0.078111,26.0,-31.0,28.0,29.0,39.0,-69.0,-23.0,32.0,41.0,-0.00015414,-0.00075242,0.0014097,0.00010165,-6.0083999999999996e-05,0.00031009,0.00023419,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,0.018308,-148.49,-18.707,233.44,-228.93,82.89,89.927,2.5615,135.57,-4.8938,-219.46,-16.547,38.63,69.781,49.937,-122.68,-207.22,67.256,79.867,97.407,2.7182,49.529,87.281,-283.92,-12.498,-241.01,58.653,52.103,41.851,-52.094,-121.32,286.08,204.84,-227.37,195.21,-142.45,126.44,140.61,-92.363,139.57,132.1,-91.86,-256.48,205.41
58,-0.24528,-0.20427,-0.029882,-0.013652,-0.056711,-0.11796,-0.10833,-0.077941,0.25293,0.21628,0.024132,0.01477,0.034775,-0.076716,-0.083194,24.0,-32.0,25.0,30.0,37.0,-71.0,-21.0,28.0,80.0,0.0013302,-0.00086726,0.0010622,0.00019813,-1.4115999999999998e-05,0.00025801,0.0002994,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.017811,-124.48,-72.091,-51.397,188.31,92.768,5.8483,-208.01,124.98,-11.45,-235.14,13.824,88.163,1.489,160.43,-34.457,-244.65,53.028,128.22,42.258,8.3687,57.131,-233.43,25.512,-43.8,-211.28,27.105,69.056,4.7711,-135.15,-12.293,244.29,202.16,-208.62,168.27,-134.19,138.96,143.9,-115.59,184.06,106.29,-102.75,-239.28,199.2
59,-0.22523,-0.27153,-0.03599,-0.017568,-0.057648,-0.11608,-0.10954,-0.078777,0.22833,0.22523,0.027569,0.01794,0.036314,-0.076577,-0.081051,23.0,-49.0,29.0,32.0,36.0,-68.0,-26.0,34.0,43.0,0.00057383,0.00012593,0.0011304,0.00013192,-1.4633e-05,0.00030074,0.00025997,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.017653,-152.62,-16.992,-107.34,119.12,149.62,14.599,17.413,138.25,6.0009,-261.16,19.616,71.301,36.616,30.307,216.28,-199.67,68.996,43.679,129.22,7.759,34.044,115.52,-297.87,-21.288,-265.54,77.48,33.683,44.041,-68.341,-74.348,266.39,201.91,-235.89,213.39,-154.11,126.57,145.84,-86.917,112.22,156.27,-93.68,-260.56,207.92
